fips,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023",100yrpropriskpct_pctchange,100yrpropriskpct_sfha,100yrpropriskpct_fsf,NAME,GEOID
42003191500,1,16,15.0,0.0009727626459143969,0.01556420233463035,1915,42003191500
42003191600,7,146,19.857142857142858,0.0029498525073746312,0.06152549515381374,1916,42003191600
42003191700,0,168,inf,0.0,0.09470124013528748,1917,42003191700
42003191800,0,192,inf,0.0,0.08040201005025126,1918,42003191800
42003191900,0,65,inf,0.0,0.06519558676028084,1919,42003191900
42003192000,1,195,194.00000000000003,0.0005467468562055768,0.10661563696008748,1920,42003192000
42003202200,0,53,inf,0.0,0.046409807355516634,2022,42003202200
42003202300,8,261,31.625,0.005398110661268556,0.17611336032388664,2023,42003202300
42003241300,1,635,634.0,0.00047938638542665386,0.3044103547459252,2413,42003241300
42003250900,0,38,inf,0.0,0.04303510758776897,2509,42003250900
42003260200,0,140,inf,0.0,0.10271460014673514,2602,42003260200
42003260700,0,23,inf,0.0,0.028014616321559074,2607,42003260700
42003261300,0,38,inf,0.0,0.05337078651685393,2613,42003261300
42003261400,0,395,inf,0.0,0.18380642159143787,2614,42003261400
42003261500,0,91,inf,0.0,0.09072781655034895,2615,42003261500
42003262000,0,118,inf,0.0,0.07747866053841103,2620,42003262000
42003270100,0,100,inf,0.0,0.08703220191470844,2701,42003270100
42003270300,0,73,inf,0.0,0.08957055214723926,2703,42003270300
42003270800,0,109,inf,0.0,0.08104089219330855,2708,42003270800
42003271600,0,688,inf,0.0,0.2667700659170221,2716,42003271600
42003281400,0,83,inf,0.0,0.07735321528424977,2814,42003281400
42003281500,0,75,inf,0.0,0.08314855875831485,2815,42003281500
42003290100,0,102,inf,0.0,0.09340659340659341,2901,42003290100
42003290200,0,72,inf,0.0,0.040978941377347755,2902,42003290200
42003290400,0,86,inf,0.0,0.04707170224411604,2904,42003290400
42003300100,0,143,inf,0.0,0.08270676691729323,3001,42003300100
42003310200,0,185,inf,0.0,0.10416666666666667,3102,42003310200
42003320400,9,97,9.777777777777779,0.008522727272727272,0.09185606060606061,3204,42003320400
42003320600,13,68,4.230769230769231,0.009745127436281859,0.050974512743628186,3206,42003320600
42003320700,10,144,13.4,0.009727626459143969,0.14007782101167315,3207,42003320700
