fips,City FIPS,City Name,State,Total Properties,Depth_1in100_NOAA,Depth_1in100_FSF2023,Depth_1in100_FSF2053,RP_1in10_FSF2023,RP_1in20_FSF2023,RP_1in50_FSF2023,RP_1in100_FSF2023,RP_1in10_FSF2053,RP_1in20_FSF2053,RP_1in50_FSF2053,RP_1in100_FSF2053,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023","Properties in FSF 100 Year Zone, 2053",Properties in FSF 100 Year Zone but Not in FEMA SFHA,"Properties in FSF 100 Year Zone but Not in FEMA SFHA, Primary Flood Source is Pluvial",Properties in FEMA SFHA but not FSF 100 Year Zone
4251488,4251488,Mount Carbon,pa,88,69.1,126.9,130,2,4.9,6,9.9,2,4,6,9,2,62,62,60,43,0
4251496,4251496,Mount Carmel,pa,3528,63.3,108.7,111,3,6,8,12.3,3,5,7,11.3,0,1035,1047,1035,817,0
4251536,4251536,Mount Cobb,pa,1185,65.9,110.2,113.6,2.9,5.9,8.8,15,2.9,5.1,7.8,13,14,90,92,81,81,5
4251552,4251552,Mount Eagle,pa,50,64,104.4,107.3,2.1,5.1,8.1,14.2,2.1,5.1,7.1,12.4,0,3,4,3,3,0
4251568,4251568,Mount Gretna,pa,245,69,117.3,120.2,3,6,8,12,3,5,7,11,0,4,4,4,4,0
4251576,4251576,Mount Gretna Heights,pa,353,69,117.5,120.3,3,5.7,8,12,3,5,7,11,0,48,48,48,48,0
4251592,4251592,Mount Holly Springs,pa,777,72.2,121,124.4,2,5,7,13.2,2,4,6.3,11.3,148,284,295,153,139,17
4251632,4251632,Mount Jewett,pa,595,63,82.9,85.7,6.4,11.8,17.8,31.6,5.4,10.4,15.8,27.6,0,4,4,4,4,0
4251656,4251656,Mount Joy,pa,2914,69,114.7,117.4,3,6.4,8.6,13.3,2.7,5.7,7.9,12.3,4,295,298,291,280,0
4251720,4251720,Mount Morris,pa,694,63.4,85.4,87.8,5,10.7,16,27.9,4,9.7,14.7,24.5,87,147,154,61,33,1
4251744,4251744,Mount Oliver,pa,1493,65,91.8,94.5,4,9,13,23,4,8,12,21,0,121,145,121,121,0
4251760,4251760,Mount Penn,pa,1228,68,123.4,127,3,5,7,10,2,5,6,9,0,230,230,230,230,0
4251880,4251880,Mount Pleasant,pa,2024,65,79.5,81.5,7.3,16.3,24,42.3,7,14.3,21.7,38.3,7,150,150,143,143,0
4251904,4251904,Mount Pleasant Mills,pa,302,66,112.2,115,2.7,5,7.7,12.7,2,4.7,7,10.7,14,60,61,46,23,0
4251912,4251912,Mount Pocono,pa,1524,77.2,125.3,129.4,2.5,5.5,8.6,16.7,2,5,7.6,14.7,5,43,44,41,41,3
4251984,4251984,Mount Union,pa,1206,67,105.6,108.7,2,5,8,16,2,5,7,14,11,410,413,399,28,0
4252016,4252016,Mountville,pa,1086,69,126.6,129.7,2,4.3,6,9.3,2,4,5.3,8.3,0,106,107,106,106,0
4252056,4252056,Mount Wolf,pa,552,69,126.1,129.2,2,4,5,9,2,3,5,8,15,57,58,42,42,0
4252216,4252216,Muhlenberg Park,pa,652,68,125.9,129.6,2.7,4.7,6,9.7,2,4,5.7,8.7,9,90,91,81,63,0
4252224,4252224,Muir,pa,254,66,123.3,126,2,4,6,9,2,4,5,8,0,41,42,41,41,0
4252264,4252264,Muncy,pa,1058,57,103,105.7,3,5,6.8,10,3,4.8,5.8,9,393,467,475,80,49,6
4252312,4252312,Mundys Corner,pa,938,69,84.9,87.4,6.6,14.8,23.2,41.9,6,12.8,20.6,37,2,66,73,64,64,0
4252320,4252320,Munhall,pa,5007,65,93.7,96.5,4,8,12.4,21.1,3,7,10.7,19.1,47,478,487,432,353,1
4252432,4252432,Murrysville,pa,9576,65,92.2,94.7,4.1,9.1,13.3,23.2,3.9,8.1,11.8,21,135,899,903,764,688,0
4252440,4252440,Muse,pa,1163,65,86,88.9,5,11,17,30,5,10,15,26,14,138,140,125,125,1
4252488,4252488,Myerstown,pa,1084,69,119,121.8,3,6,8,12,3,5,7,11,31,113,115,88,59,6
4252584,4252584,Nanticoke,pa,4430,63.6,100.3,102.8,3.9,7.2,10.9,18.1,3.7,6.9,9.8,16.6,66,514,540,449,434,1
4252616,4252616,Nanty-Glo,pa,1672,68,84.3,86.8,7,15,22,41,6,13,20,36,60,240,245,181,135,1
4252632,4252632,Naomi,pa,65,64,85.1,87.5,5.3,10.9,16.6,29.8,4.3,9.9,15.3,26.5,23,58,58,35,0,0
4252664,4252664,Narberth,pa,1498,73,118.2,122.8,4,8,11,16,4,7,10,14,36,186,205,152,152,2
4252808,4252808,Nazareth,pa,2010,73,121.9,126.5,3,6,8.7,15,2.3,5.3,7.3,13,4,168,175,164,164,0
4252816,4252816,Nealmont,pa,31,67,93,95.6,4,9,14,26,4,8,12,23,0,9,9,9,7,0
4252872,4252872,Needmore,pa,97,69,96,99.5,3.1,8.5,13.5,25,3,7.5,11.5,22,1,7,7,6,5,0
4252968,4252968,Nemacolin,pa,636,63,82.8,85,6,12,18,31,5,11,16,27,1,45,46,44,42,0
4252984,4252984,Nescopeck,pa,752,63.8,97,99.3,5,8.8,12.8,20.5,4,8,11.8,18.8,13,222,249,209,13,0
4253088,4253088,Nesquehoning,pa,1906,75.2,135.4,139.2,2,4.3,6.2,11.3,2,3.8,5.5,10,47,265,293,220,159,2
4253152,4253152,New Albany,pa,182,53,93.3,95.7,3,5,7,10,2,5,6,9,6,106,108,100,85,0
4253160,4253160,New Alexandria,pa,314,65,92.8,95.2,4,9,13,23,4,8,11,20,0,13,13,13,13,0
4253168,4253168,New Baltimore,pa,112,67,79.1,81.5,7,16.2,26.9,49.1,6,14.2,23.2,43.1,32,66,73,35,7,1
4253184,4253184,New Beaver,pa,952,65,92.7,96.5,3.9,7.9,12.2,21.9,2.9,6.9,10.2,18.1,34,144,146,113,110,3
4253192,4253192,New Bedford,pa,556,66,86,89.5,5.4,12.8,18.2,32.6,4.4,10.6,15.6,27.4,0,38,40,38,38,0
4253200,4253200,New Berlin,pa,402,63,116.4,119.2,2,4,5,8.5,2,3,5,8,10,69,71,59,54,0
4253208,4253208,New Berlinville,pa,599,70,123.5,127.8,3,6,8,12,3,5,7,10,2,71,71,70,70,1
4253248,4253248,New Bethlehem,pa,587,66,79.2,82.1,10,20,28,48,8,17,24,42,83,127,125,44,5,0
4253272,4253272,New Boston,pa,152,71.5,128.7,131.8,2.5,4.5,6.5,10.5,2,4,6,10,0,0,0,0,0,0
4253288,4253288,New Brighton,pa,2479,65,94.2,98,3.3,7.3,11.3,20.7,3,6.3,9.3,17.3,49,346,379,298,121,1
4253296,4253296,New Britain,pa,1025,72,116.2,121,4.2,8,11,17.2,4,7,9.2,14.2,8,36,38,29,28,1
4253320,4253320,New Buffalo,pa,67,68,122.5,125.4,2,4,6,9,2,3,5,9,1,62,63,61,0,0
4253328,4253328,Newburg,pa,248,67,80.3,82.7,7,17,25,47,7,15,22,41,0,94,96,94,94,0
4253336,4253336,Newburg,pa,108,66,81.2,83.8,7,15.8,23.8,42,6,13.8,20.4,37,14,22,22,9,8,1
4253344,4253344,Newburg,pa,160,72,117.5,121.2,2,5,7,14,2,4,6,12,2,20,20,19,19,1
4253368,4253368,New Castle,pa,13314,65.8,85.9,89.4,5.5,12.6,18.4,32.7,4.5,10.5,15.4,27.4,717,1698,1824,1194,1035,213
4253392,4253392,New Castle Northwest,pa,815,66,85.4,88.8,5.5,13,19,33.5,4.5,11,16,28,1,30,31,29,28,0
4253416,4253416,New Centerville,pa,95,65,82,84.2,6,12.9,19.2,37.3,5.3,11.3,17.2,33.1,0,0,0,0,0,0
4253432,4253432,New Columbia,pa,505,59,104.1,106.9,3,5,7,11,2,4.1,6,9,65,118,131,61,36,8
4253448,4253448,New Columbus,pa,145,61,107.6,110,3,5,7,11,2,4,6,10,8,23,23,15,12,0
4253464,4253464,New Cumberland,pa,3111,70,117.6,120.6,2.7,5.7,7.7,12.7,2,5,7,11.7,102,772,804,670,152,0
4253496,4253496,New Eagle,pa,1100,64.8,90.6,93.1,4,9,14,23.8,4,8,12,21.6,10,266,266,257,59,1
4253504,4253504,Newell,pa,365,64,81.5,83.8,6,13,20,36,5,12,18,32,74,205,206,131,0,0
4253544,4253544,New Florence,pa,382,68,89.1,91.5,5,11,17,32,4.5,10,15,29,35,24,24,7,7,18
4253568,4253568,New Freedom,pa,1798,72.9,128.2,131.4,2,4,5.9,10.4,2,3.9,5.4,9.4,0,137,138,137,137,0
4253576,4253576,New Freeport,pa,82,65.6,78.7,81.4,9,18,27,45.8,8,16,23,39.8,30,69,69,39,2,0
4253592,4253592,New Galilee,pa,249,65,95.5,99.4,3,7,10.6,19.1,2.6,6,8.6,16.1,21,68,72,47,47,0
4253696,4253696,New Holland,pa,2031,69,123.9,127.1,2.1,5,7,10.1,2,4.1,6.1,9.1,0,66,66,66,66,0
4253712,4253712,New Hope,pa,1343,74.1,124.7,129.9,3.4,6.4,9.4,14.4,3,5.4,7.9,12,284,442,457,159,24,1
4253728,4253728,New Jerusalem,pa,277,69,116.1,119.8,3.7,6.7,9.4,14.4,3,5.7,8.7,12.7,1,3,3,2,2,0
4253736,4253736,New Kensington,pa,6028,66,97,100.1,3,8,11.5,20.3,3,7,10,17.5,133,833,836,702,130,2
4253752,4253752,New Kingstown,pa,359,71,122.2,125.6,2,4,6.5,11.5,2,4,6,10.2,0,35,36,35,35,0
4253768,4253768,New Lebanon,pa,101,67,82.2,85.3,8,16,23,42,6,13,20,36,2,3,3,1,1,0
4253856,4253856,Newmanstown,pa,1153,69,128,131.2,2,4,6,9,2,4,6,9,5,85,87,80,80,0
4253872,4253872,New Market,pa,179,70,117.9,120.9,3,5.3,8,13,2,5,7,11.3,112,179,179,67,0,0
4253880,4253880,New Milford,pa,379,54.5,93.7,96.8,3,6,8.5,13,3,5,7.5,11.5,123,239,246,132,60,16
4253916,4253916,New Morgan,pa,27,69.4,133.8,137.9,2.1,4.1,5.2,8.2,2,3.3,4.8,7.2,1,2,2,2,2,1
4253920,4253920,New Oxford,pa,645,72,113.1,116.4,3,7,10,17,3,6,9,15,0,23,24,23,23,0
4253928,4253928,New Paris,pa,89,67.2,83.7,86.5,6,13.2,21.2,39.5,5,11.2,18.2,34,1,12,12,11,11,0
4253944,4253944,New Philadelphia,pa,664,71.5,123.6,126.6,3,6,8,12.5,3,5,7,11.5,68,368,369,300,182,0
4253968,4253968,Newport,pa,595,69,118.2,121.2,2,4,6,12,2,4,6,10,192,371,373,188,22,9
4254016,4254016,New Ringgold,pa,158,71.7,123.8,127.3,3,5.3,8,12.7,3,5,7,11.7,24,54,56,30,17,0
4254024,4254024,Newry,pa,136,66,79.7,82.2,7,16,24,45,6,14,21,40,2,13,13,11,10,0
4254040,4254040,New Salem,pa,351,63,79.6,81.7,6.8,14.8,21.8,36.5,6,12.8,19.8,32.5,15,37,38,22,22,0
4254056,4254056,New Salem,pa,360,70,122.5,125.6,2,4,6,11,2,4,6,10,0,8,8,8,8,0
4254064,4254064,New Schaefferstown,pa,97,68,122.6,125.7,3,5,7,11,2,4,6,10,1,5,5,4,4,0
4254104,4254104,New Stanton,pa,985,65,81.9,84,7.5,15.3,22.8,39.7,6.5,13.9,20.1,35.1,10,61,64,51,36,0
4254160,4254160,Newton Hamilton,pa,154,66,108.2,111.4,2,5,7,13,2,4,6,12,53,81,81,28,0,0
4254184,4254184,Newtown,pa,1035,76,113.9,118.6,5.5,10,14,22,4.5,9,12,19,4,94,101,90,90,0
4254264,4254264,Newtown,pa,164,67,127.7,130.5,2,3.7,5.7,8.7,2,3.7,5,7.7,1,14,14,13,13,0
4254268,4254268,Newtown Grant,pa,2390,75,114.8,119.6,5,9,12.7,20.7,4,8,10.7,17.7,3,78,90,75,75,0
4254288,4254288,New Tripoli,pa,330,72,121.3,125.1,3,6,8.5,14,3,5,7.5,13,1,17,23,16,16,0
4254320,4254320,Newville,pa,564,72,116.1,119.6,2,5,8,15,2,4,7,13,7,129,130,124,124,2
4254344,4254344,New Washington,pa,80,66,81.3,83.9,7,16.8,24,41.8,6,14.8,21,36.8,0,2,2,2,2,0
4254352,4254352,New Wilmington,pa,578,66,88.5,92,5,11,16,29,4,9,14,24,4,30,30,27,26,1
4254400,4254400,Nicholson,pa,376,57,96.5,99.1,3,6,8,14,3,5,7,13,70,126,128,56,29,0
4254520,4254520,Nittany,pa,337,65.6,104.8,107.8,3,6,9,15.6,3,5.8,8,13.6,12,81,83,69,14,0
4254552,4254552,Nixon,pa,707,65,86.4,89.6,5.8,11.8,17.8,30.7,5,10,14.9,25.9,1,57,57,56,55,0
4254568,4254568,Noblestown,pa,439,65,83,85.9,7,14,20,36,6,12,18,31,5,107,110,102,26,0
4254656,4254656,Norristown,pa,10303,72,114.8,119.3,4.9,8.9,11.9,17.8,3.9,6.9,9.9,14.9,209,1416,1449,1211,993,4
4254696,4254696,Northampton,pa,4051,70.8,115.6,119.9,3.8,7,9.6,16.3,3,6,8.6,14.4,180,528,544,348,190,0
4254728,4254728,North Apollo,pa,673,66,89.4,92.1,5,11,16,28,4,10,14,25,6,130,130,124,5,0
4254776,4254776,North Belle Vernon,pa,962,64,86.8,89.2,5,10,16,28,4,9,14,25,5,26,28,21,21,0
4254784,4254784,North Bend,pa,311,61,90.8,94.1,4,7,11,20,3,6,10,17,96,222,222,126,29,0
4254816,4254816,North Braddock,pa,3378,65,94.5,97.3,4,8,12,20.3,3,7,10.3,18.3,0,331,338,331,324,0
4254872,4254872,North Catasauqua,pa,1312,70,115.4,119.7,4,7,9,16,3,6,8,14,3,32,36,29,11,0
4254888,4254888,North Charleroi,pa,670,64,87.9,90.3,4.5,9.5,14.5,26,4,8.5,13,23,62,115,115,53,2,0
4254952,4254952,North East,pa,1590,65,82.7,85.7,7,15,22,38,6,13,19,33,72,256,262,197,183,13
4255000,4255000,Northern Cambria,pa,2460,67,81,83.4,7.4,16.9,24.5,45.4,6.5,14.9,21.9,39.9,200,840,842,643,325,3
4255136,4255136,North Irwin,pa,395,65,93.5,95.9,4,8,13,22,3,7,11,20,0,8,8,8,7,0
4255304,4255304,North Philipsburg,pa,293,65,96.3,98.9,3,7,11,20,3,6,9,18,33,41,42,14,10,6
4255456,4255456,Northumberland,pa,1696,61,100.9,103.2,3,6.2,8.2,14,3,5.2,8,12,25,390,406,365,50,0
4255480,4255480,North Vandergrift,pa,265,66,89.4,92.1,5,11,16,28,4,10,14,25,4,219,219,215,8,0
4255512,4255512,North Wales,pa,1298,72,113,117.4,5,8.5,12,18.5,4,7.5,10,16,9,75,75,72,72,6
4255520,4255520,North Warren,pa,928,64,83.9,86.9,6.7,12.7,19.5,33.9,5.7,11.5,16.5,29.1,62,250,256,189,111,1
4255572,4255572,Northwest Harborcreek,pa,3722,66,81.2,84.2,8,16.3,24.1,43.8,7,14.3,20.7,37.6,31,260,305,241,226,12
4255584,4255584,Northwood,pa,167,67,93,95.6,4,9,14,26,4,8,12,23,2,5,5,3,1,0
4255608,4255608,North York,pa,771,70,123.3,126.3,2,4,6,10.2,2,4,6,9.2,0,67,68,67,21,0
4255616,4255616,Norvelt,pa,525,65,88.4,90.6,5,11,16,28,4.4,10,14,25,4,22,23,18,17,0
4255664,4255664,Norwood,pa,2002,73,119,123.8,4,7,10,15,3,6,8,13,5,102,114,99,97,2
4255704,4255704,Nottingham,pa,492,73.1,128,131.5,2,5,6.4,10.4,2,4,6,9.4,4,14,14,11,11,1
4255728,4255728,Noxen,pa,293,59,101,103.4,3,5.9,7.9,12.7,2.9,4.9,6.9,11.7,35,196,199,162,28,1
4255752,4255752,Nuangola,pa,637,66.4,107.3,110.3,3.2,6.8,9.4,16.8,3.2,6.2,8.8,15.2,54,102,102,50,50,2
4255792,4255792,Numidia,pa,174,62,103.5,105.7,4,6,9,14,3.3,6,8,13,0,7,7,7,7,0
4255808,4255808,Nuremberg,pa,255,68,116.2,119,3,6,8,13,3,5,7,12,0,8,9,8,8,0
4255840,4255840,Oakdale,pa,800,65,85.6,88.5,5.7,12,18,32,5.3,10.7,16,27.7,18,217,217,199,14,0
4255969,4255969,Oak Hills,pa,865,65,84.7,87.9,6,13,19,33,5,11,16,28.2,3,87,90,84,66,0
4255996,4255996,Oakland,pa,1001,70,84.5,87,7,15.3,23.6,45,6,13.3,21.3,40,0,66,71,66,66,0
4256000,4256000,Oakland,pa,1071,65.6,86.2,89.8,5.2,12.4,18.4,31.2,4.2,10.2,15.4,26,3,31,31,29,29,1
4256008,4256008,Oakland,pa,285,54,94.1,97.1,3.5,5.5,7.5,12.5,2.5,5.5,7,11,5,29,31,25,14,1
4256088,4256088,Oakmont,pa,2855,65,96.1,99.3,3.1,7.3,11.4,19.6,3.1,6.3,9.4,16.6,1,847,846,846,63,0
4256232,4256232,Oakwood,pa,1806,66,86.3,89.8,5.1,12.3,18.4,31.7,4.1,10.2,15.3,26.6,2,69,77,67,66,0
4256264,4256264,Oberlin,pa,253,70,120.9,124,2,4.4,6.4,11.4,2,4.4,6,10.4,0,7,7,7,7,0
4256408,4256408,Ohiopyle,pa,81,64,78.8,80.7,7,15,22,40,6,13,20,36,0,11,11,11,0,0
4256432,4256432,Ohioville,pa,2128,65,94.3,98.2,3.3,7.5,11.3,20.3,2.8,6.3,9.3,16.8,26,170,170,145,120,1
4256456,4256456,Oil City,pa,5588,66,85.9,89.2,6.4,13.6,19.8,34.5,5.4,11.6,16.8,29.3,100,935,938,836,237,1
4256488,4256488,Oklahoma,pa,346,64,80.8,83.5,7,14.5,21.8,38,6,12.5,18.8,33.3,5,21,21,20,15,4
4256496,4256496,Oklahoma,pa,443,66,90.1,92.9,5,11,16,27,4,9,14,24,5,65,65,60,46,0
4256576,4256576,Old Forge,pa,3872,57.1,93,95.7,3.8,7,9.5,16.1,2.9,6.3,8.7,14.7,84,584,613,501,473,1
4256624,4256624,Old Orchard,pa,979,72,134.5,139.5,2,4,6,10,2,3,5,9,0,44,46,44,42,0
4256664,4256664,Oley,pa,551,69,119.5,123,3,6,8,13,3,5,8,12,9,30,30,21,13,0
4256704,4256704,Oliver,pa,1118,63.4,85.5,87.5,5,10.4,15.7,27.8,4.2,9.2,14.4,24.8,24,101,104,77,50,0
4256761,4256761,Olivia,pa,30,67.8,92.9,95.5,4,9,14.8,26.8,4,8,12.8,23.8,3,15,15,12,12,0
4256792,4256792,Olyphant,pa,2418,61.8,111.1,114.4,2,4.5,6.5,11,2,4,5.9,9.8,452,696,699,249,186,5
4256816,4256816,Oneida,pa,180,69,119.5,122.4,3,5.6,7.6,13,2.9,5,7,12,0,0,0,0,0,0
4256912,4256912,Orangeville,pa,188,60,100.1,102.3,4,7,9,14,3,6,8,13,14,30,34,20,18,4
4256928,4256928,Orbisonia,pa,220,69,102.6,106,3,7,11,20,3,6,10,17,13,33,33,20,19,0
4256960,4256960,Orchard Hills,pa,917,66,89.4,92.1,5,11,16,28,4,10,14,25,8,122,122,114,90,0
4257016,4257016,Ore Hill,pa,58,66,78,80.5,7.9,17.7,26.5,50,6.9,15.7,23.5,44.1,0,8,8,8,8,0
4257024,4257024,Oreland,pa,2388,74,123.5,128.6,3.9,7,9,14.9,3,6,8,12.9,32,210,230,191,191,13
4257040,4257040,Oreminea,pa,47,67,81.6,84.2,7,16.2,23.9,44.1,6,14,20.9,38.9,0,0,0,0,0,0
4257112,4257112,Orrstown,pa,95,73,115,118.7,2,5,8,15.6,2,4.6,7,14,0,0,0,0,0,0
4257120,4257120,Orrtanna,pa,86,75,118.5,122.2,2.6,5.7,8.7,16.3,2.6,5.1,7.7,14.3,0,11,11,11,11,0
4257160,4257160,Orviston,pa,63,62,95.7,98.6,3,7,10.3,17.3,3,6,9.3,15.3,42,58,58,17,5,1
4257184,4257184,Orwigsburg,pa,1309,70,124.5,127.5,2.7,4.9,6.9,11.6,2.1,4.7,6.7,10.6,51,179,180,128,128,0
4257192,4257192,Orwin,pa,180,66,124.9,127.6,2,3.3,5.2,8.2,2,3.2,5,7.2,0,10,10,10,10,0
4257232,4257232,Osceola Mills,pa,608,65,90.2,92.8,4,9,14,26,4,8,12,23,39,101,101,63,54,1
4257280,4257280,Oswayo,pa,114,60.3,83.3,86.4,4,9,14,26.3,3,8,12,22.7,22,71,70,49,43,0
4257376,4257376,Oval,pa,158,62.5,102,105.1,3.5,6.5,9.5,14.5,3,6,8,13,0,7,7,7,7,0
4257480,4257480,Oxford,pa,1598,73,128.6,132.6,2.5,4.5,6.5,10.5,2,4,5.5,9.5,2,86,86,85,85,1
4257544,4257544,Paint,pa,425,68.9,81.6,84.1,7,15.9,24.9,48.5,6,14,21.9,43.4,12,79,81,67,20,0
4257648,4257648,Palmdale,pa,533,69,110.7,113.2,3,7,9,16,3,6,9,14,20,47,49,27,27,0
4257680,4257680,Palmer Heights,pa,1520,72.2,132.9,137.9,2,4,6.4,10.6,2,3.4,5.4,9.4,55,266,268,211,211,0
4257696,4257696,Palmerton,pa,2416,75,123.9,127.9,3,6,8.4,15.4,2,5,7.4,13.4,218,915,931,700,66,3
4257720,4257720,Palmyra,pa,2641,69,114.1,116.8,3,6,8.3,14.3,3,5.3,7.3,12.5,0,246,252,246,246,0
4257752,4257752,Palo Alto,pa,640,70,126.8,129.9,2,5,6,10,2,4,6,9,6,19,19,13,1,0
4257816,4257816,Paoli,pa,2188,72,127.1,131.9,3,5.3,8,11.3,2.5,5,6.5,10,3,157,159,155,155,1
4257840,4257840,Paradise,pa,431,70,121.7,124.9,3,5,7.2,12,2,4.2,6.2,10,21,71,73,50,28,0
4257904,4257904,Pardeesville,pa,342,71.3,111.7,114.7,4.1,7.1,11.1,18.5,3.4,7.1,10.1,17.3,0,1,1,1,1,0
4257928,4257928,Paris,pa,485,66,84.2,87.7,6,13,20,35,5,11,17,29.3,0,16,18,16,16,0
4257968,4257968,Park Crest,pa,405,73,131.5,134.7,3,5,7,11,2,4,6,10,1,33,35,32,32,0
4257976,4257976,Parker,pa,461,66,80.9,84,9,18,26,44,8,15,22,38,11,69,69,58,5,0
4258032,4258032,Parkesburg,pa,1395,71,119.3,123,4,7,9,14,3,6,8,12,7,171,174,164,164,0
4258036,4258036,Park Forest Village,pa,2651,66.7,98.5,101.2,3.7,7.9,11.7,21.1,3,6.9,10.6,18.4,7,182,185,177,177,2
4258176,4258176,Parkside,pa,845,73,116.9,121.6,4,8,11,16,3,7,9,14,0,139,143,139,114,0
4258240,4258240,Parkville,pa,3328,71.9,120.8,123.9,2,5,7,12.8,2,4.8,6.8,11,18,267,269,256,256,7
4258304,4258304,Parryville,pa,299,76.3,130.1,134.2,2,5,7,13.3,2,4,6,12.3,21,125,125,105,32,1
4258384,4258384,Patterson Heights,pa,297,65,95.5,99.3,3,7,11,19,3,6,9,16,1,13,13,12,11,0
4258432,4258432,Patton,pa,1084,66,76,78.3,9.5,20.5,30.3,55,8.5,17.8,26.5,48.5,129,268,271,150,136,11
4258504,4258504,Paxtang,pa,698,70,120.5,123.4,2,5,7,12,2,4,6,11,81,122,123,66,66,25
4258528,4258528,Paxtonia,pa,2142,69,117.9,120.7,2.2,5.2,7.2,12.2,2.2,4.2,6.2,11.2,14,205,210,198,198,7
4258536,4258536,Paxtonville,pa,260,67,115.6,118.7,2,5,7,11,2,4,6,10,28,139,145,114,103,3
4258696,4258696,Pen Argyl,pa,1435,77,116.3,120.5,4,8,12,22,3,7,11,19,2,147,156,145,145,0
4258712,4258712,Penbrook,pa,1183,70,120.5,123.4,2,5,7,12,2,4,6,11,0,96,98,96,96,0
4258776,4258776,Pen Mar,pa,447,76.3,117.6,121.4,3,5.8,8.8,16.3,2,5,7.8,14.3,0,67,67,67,67,0
4258872,4258872,Penn,pa,257,65,90.3,92.7,4,10,14,25,4,9,13,22,73,99,99,26,0,0
4258936,4258936,Penndel,pa,697,77,117.3,122.3,5,9,13,21,4,8,11,18,1,48,50,47,47,0
4258948,4258948,Penn Estates,pa,1838,80,118.4,122.7,3,8,12.9,23.9,3,7,11,20.9,5,108,110,108,108,5
4258950,4258950,Penn Farms,pa,899,66,77.6,80.1,8,18,27,51,7,16,24,45,0,130,132,130,130,0
4259054,4259054,Penn Lake Park,pa,427,73.5,110.3,113.3,3.5,7.5,12,22,3.3,7,10.5,20,33,115,118,85,85,3
4259120,4259120,Pennsburg,pa,1318,70,131.3,136.2,2,5,6,10,2,4,5.3,8,3,43,59,40,40,0
4259152,4259152,Pennsbury Village,pa,501,65,92.8,95.9,4,8,13,22,3,7,11,19,0,0,0,0,0,0
4259160,4259160,Penns Creek,pa,281,64,115.8,118.9,2,4,6,9,2,4,5,8,7,50,50,43,40,0
4259176,4259176,Pennside,pa,1897,68,123.4,127,3,5,7,10,2,5,6,9,58,403,419,349,349,4
4259207,4259207,Penn State Berks,pa,4,68,128.3,132,2,4,5.8,8.8,2,3.7,5,8,0,2,2,2,1,0
4259212,4259212,Penn State Erie,pa,34,66,83.6,86.6,7,15.5,22.5,38.5,6,13.5,19.5,33,0,3,3,3,3,0
4259296,4259296,Pennville,pa,684,72,120.7,123.8,2,5,7,13,2,5,7,11,7,110,113,103,103,0
4259304,4259304,Pennwyn,pa,381,68,128.4,132.1,2,4,6,9,2,4,5,8,3,91,93,88,88,0
4259312,4259312,Penn Wynne,pa,1835,73,117.8,122.5,4,8,11,17,4,7,10,14,24,169,178,145,145,0
4259344,4259344,Penryn,pa,392,69,112.8,115.5,3.8,6.8,9.7,15.3,3,6.7,8.7,13.5,0,7,7,7,7,0
4259384,4259384,Perkasie,pa,3325,71,113.8,118.2,4,8,11,17,4,7,9.9,15,29,292,296,263,254,0
4259520,4259520,Perryopolis,pa,901,64,80.3,82.5,7,14,21.6,38,6,13,19,34,39,72,73,35,35,2
4259580,4259580,Peru,pa,22,66,100.9,103.6,3,7,10,18,3,6,9,16,0,1,1,1,1,0
4259616,4259616,Petersburg,pa,223,68,88.6,91,5,12,18.9,33.9,5,11,16.9,29.9,42,69,69,28,12,1
4259672,4259672,Petrolia,pa,215,66,81.4,84.5,9,17,25,43,7,15,21.3,36.3,22,78,79,56,56,0
4260000,4260000,Philadelphia,pa,547286,74.7,122.8,127.9,3.7,7.3,9.7,15.6,3.1,6,8.4,13.2,2479,109981,115627,107841,94824,339
4260008,4260008,Philipsburg,pa,1324,65,96.3,98.9,3,7.3,11,20,3,6.3,9.3,18,62,172,175,114,54,4
4260120,4260120,Phoenixville,pa,6138,70.7,119.7,123.9,3.6,6.8,9.5,14.1,3.1,5.8,8.2,12.2,317,616,658,444,416,145
4260136,4260136,Picture Rocks,pa,294,56,100.4,103,3,5,6,10,2,4,6,9,20,97,100,77,25,0
4260224,4260224,Pikes Creek,pa,152,60,94.1,96.4,5,8,11,18,4,7.3,10,16.3,7,29,32,22,22,0
4260264,4260264,Pillow,pa,177,65,126.3,129.2,2,3,4,7,2,3,4,6,2,12,12,10,10,0
4260384,4260384,Pinecroft,pa,189,67,83.5,85.9,6,15,22,40,6,13,19,35,39,45,47,8,1,2
4260432,4260432,Pine Glen,pa,123,64,85.3,87.8,5,11,17,32,5,10,15,28,0,0,0,0,0,0
4260456,4260456,Pine Grove,pa,988,67,124.3,127,2,4,6,9,2,4,5,8,307,456,460,152,129,3
4260496,4260496,Pine Grove Mills,pa,708,68,99.5,102.2,3.5,7.8,12,21.8,3.4,6.8,10.6,19.4,7,154,154,147,147,0
4260547,4260547,Pine Ridge,pa,1522,72.7,115.6,120.3,2.8,5.8,9.6,18.2,2.3,4.9,8.5,15.5,0,32,34,32,32,0
4260712,4260712,Pitcairn,pa,1498,65,92.6,95.4,4,8.3,13,22.3,3.3,7.3,11,20,0,532,533,532,343,0
4261000,4261000,Pittsburgh,pa,142749,65,94.9,97.9,3.6,7.6,11.7,20.3,3.3,6.9,10.4,17.9,216,21797,22256,21584,12782,3
